,function,gpus,n_parameters,prediction_type,epoch_size,best_step,time,chunk_size,eval_batch_size,config.seed,config.batch_size,config.patience,config.n_epochs,config.gradient_clipping_norm,config.amp,config.data.cache,config.data.path,config.data.num_policy,config.data.cat_policy,config.optimizer.type,config.optimizer.lr,config.optimizer.weight_decay,config.model.arch_type,config.model.backbone.k,config.model.backbone.n_blocks,config.model.backbone.d_block,config.model.backbone.dropout,config.model.backbone.moe_ratio,config.model.backbone.num_experts,metrics.train.rmse,metrics.train.mae,metrics.train.r2,metrics.train.score,metrics.val.rmse,metrics.val.mae,metrics.val.r2,metrics.val.score,metrics.test.rmse,metrics.test.mae,metrics.test.r2,metrics.test.score,metrics.train.0.precision,metrics.train.0.recall,metrics.train.0.f1-score,metrics.train.0.support,metrics.train.1.precision,metrics.train.1.recall,metrics.train.1.f1-score,metrics.train.1.support,metrics.train.accuracy,metrics.train.macro avg.precision,metrics.train.macro avg.recall,metrics.train.macro avg.f1-score,metrics.train.macro avg.support,metrics.train.weighted avg.precision,metrics.train.weighted avg.recall,metrics.train.weighted avg.f1-score,metrics.train.weighted avg.support,metrics.train.cross-entropy,metrics.train.roc-auc,metrics.val.0.precision,metrics.val.0.recall,metrics.val.0.f1-score,metrics.val.0.support,metrics.val.1.precision,metrics.val.1.recall,metrics.val.1.f1-score,metrics.val.1.support,metrics.val.accuracy,metrics.val.macro avg.precision,metrics.val.macro avg.recall,metrics.val.macro avg.f1-score,metrics.val.macro avg.support,metrics.val.weighted avg.precision,metrics.val.weighted avg.recall,metrics.val.weighted avg.f1-score,metrics.val.weighted avg.support,metrics.val.cross-entropy,metrics.val.roc-auc,metrics.test.0.precision,metrics.test.0.recall,metrics.test.0.f1-score,metrics.test.0.support,metrics.test.1.precision,metrics.test.1.recall,metrics.test.1.f1-score,metrics.test.1.support,metrics.test.accuracy,metrics.test.macro avg.precision,metrics.test.macro avg.recall,metrics.test.macro avg.f1-score,metrics.test.macro avg.support,metrics.test.weighted avg.precision,metrics.test.weighted avg.recall,metrics.test.weighted avg.f1-score,metrics.test.weighted avg.support,metrics.test.cross-entropy,metrics.test.roc-auc,metrics.train.2.precision,metrics.train.2.recall,metrics.train.2.f1-score,metrics.train.2.support,metrics.train.3.precision,metrics.train.3.recall,metrics.train.3.f1-score,metrics.train.3.support,metrics.train.4.precision,metrics.train.4.recall,metrics.train.4.f1-score,metrics.train.4.support,metrics.train.5.precision,metrics.train.5.recall,metrics.train.5.f1-score,metrics.train.5.support,metrics.train.6.precision,metrics.train.6.recall,metrics.train.6.f1-score,metrics.train.6.support,metrics.val.2.precision,metrics.val.2.recall,metrics.val.2.f1-score,metrics.val.2.support,metrics.val.3.precision,metrics.val.3.recall,metrics.val.3.f1-score,metrics.val.3.support,metrics.val.4.precision,metrics.val.4.recall,metrics.val.4.f1-score,metrics.val.4.support,metrics.val.5.precision,metrics.val.5.recall,metrics.val.5.f1-score,metrics.val.5.support,metrics.val.6.precision,metrics.val.6.recall,metrics.val.6.f1-score,metrics.val.6.support,metrics.test.2.precision,metrics.test.2.recall,metrics.test.2.f1-score,metrics.test.2.support,metrics.test.3.precision,metrics.test.3.recall,metrics.test.3.f1-score,metrics.test.3.support,metrics.test.4.precision,metrics.test.4.recall,metrics.test.4.f1-score,metrics.test.4.support,metrics.test.5.precision,metrics.test.5.recall,metrics.test.5.f1-score,metrics.test.5.support,metrics.test.6.precision,metrics.test.6.recall,metrics.test.6.f1-score,metrics.test.6.support,Dataset
20,bin.model.main,['NVIDIA GeForce RTX 4090'],39407761,labels,209,3762,0:02:07.661231,,32768,14,512,16,-1,1.0,True,True,data/black-friday,noisy-quantile,ordinal,AdamW,0.00013865929918426315,0.0,moe-mlp,10,4,784,0.06009828060658445,0.5,16,0.6710141899723329,0.5178912281990051,0.5489765684520149,-0.6710141899723329,0.6961416808130132,0.53660649061203,0.514007026381186,-0.6961416808130132,0.6962176228773578,0.5377906560897827,0.5189409726605954,-0.6962176228773578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black-friday
21,bin.model.main,['NVIDIA GeForce RTX 4090'],39407761,labels,209,3971,0:02:11.332120,,32768,10,512,16,-1,1.0,True,True,data/black-friday,noisy-quantile,ordinal,AdamW,0.00013865929918426315,0.0,moe-mlp,10,4,784,0.06009828060658445,0.5,16,0.6686326904439394,0.5189390182495117,0.5521723484037235,-0.6686326904439394,0.6973180671012189,0.539436936378479,0.5123631362292795,-0.6973180671012189,0.6973247342740432,0.5403134822845459,0.5174098780536269,-0.6973247342740432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black-friday
22,bin.model.main,['NVIDIA GeForce RTX 4090'],39407761,labels,209,5016,0:02:27.083270,,32768,8,512,16,-1,1.0,True,True,data/black-friday,noisy-quantile,ordinal,AdamW,0.00013865929918426315,0.0,moe-mlp,10,4,784,0.06009828060658445,0.5,16,0.6639161790198234,0.5150201916694641,0.5584680418337714,-0.6639161790198234,0.6976544233855698,0.5407804250717163,0.51189260778104,-0.6976544233855698,0.6990913616049416,0.5420407652854919,0.5149615066313211,-0.6990913616049416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black-friday
23,bin.model.main,['NVIDIA GeForce RTX 4090'],39407761,labels,209,3971,0:02:12.593012,,32768,12,512,16,-1,1.0,True,True,data/black-friday,noisy-quantile,ordinal,AdamW,0.00013865929918426315,0.0,moe-mlp,10,4,784,0.06009828060658445,0.5,16,0.6731168669596245,0.521939754486084,0.5461454853943584,-0.6731168669596245,0.6970937607899823,0.5400359630584717,0.5126767946153973,-0.6970937607899823,0.6982259468377325,0.5420450568199158,0.516161679223738,-0.6982259468377325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black-friday
24,bin.model.main,['NVIDIA GeForce RTX 4090'],39407761,labels,209,3135,0:01:57.907281,,32768,3,512,16,-1,1.0,True,True,data/black-friday,noisy-quantile,ordinal,AdamW,0.00013865929918426315,0.0,moe-mlp,10,4,784,0.06009828060658445,0.5,16,0.6766720451844342,0.5253890752792358,0.5413386781152729,-0.6766720451844342,0.6957394649860782,0.5399648547172546,0.5145684774682824,-0.6957394649860782,0.6962450610110636,0.5405364036560059,0.5189030876100151,-0.6962450610110636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black-friday
25,bin.model.main,['NVIDIA GeForce RTX 4090'],39407761,labels,209,4389,0:02:21.159319,,32768,0,512,16,-1,1.0,True,True,data/black-friday,noisy-quantile,ordinal,AdamW,0.00013865929918426315,0.0,moe-mlp,10,4,784,0.06009828060658445,0.5,16,0.6650344243497058,0.5162544250488281,0.5569794130805792,-0.6650344243497058,0.6951430253502731,0.53899085521698,0.5154004364053988,-0.6951430253502731,0.6954928603542866,0.5399361252784729,0.5199420268811525,-0.6954928603542866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black-friday
26,bin.model.main,['NVIDIA GeForce RTX 4090'],39407761,labels,209,4180,0:02:15.269260,,32768,13,512,16,-1,1.0,True,True,data/black-friday,noisy-quantile,ordinal,AdamW,0.00013865929918426315,0.0,moe-mlp,10,4,784,0.06009828060658445,0.5,16,0.6674780800252726,0.5183656811714172,0.5537177055008085,-0.6674780800252726,0.6971197536695862,0.5403078198432922,0.5126404817576496,-0.6971197536695862,0.6997044118018942,0.5430914163589478,0.5141104610612557,-0.6997044118018942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black-friday
27,bin.model.main,['NVIDIA GeForce RTX 4090'],39407761,labels,209,3344,0:02:07.710395,,32768,1,512,16,-1,1.0,True,True,data/black-friday,noisy-quantile,ordinal,AdamW,0.00013865929918426315,0.0,moe-mlp,10,4,784,0.06009828060658445,0.5,16,0.6761401992686142,0.5257359147071838,0.5420593416763737,-0.6761401992686142,0.6957070806220561,0.5407800078392029,0.5146136758864688,-0.6957070806220561,0.6970975443532875,0.542685329914093,0.5177242575025007,-0.6970975443532875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black-friday
28,bin.model.main,['NVIDIA GeForce RTX 4090'],39407761,labels,209,3344,0:02:02.432958,,32768,9,512,16,-1,1.0,True,True,data/black-friday,noisy-quantile,ordinal,AdamW,0.00013865929918426315,0.0,moe-mlp,10,4,784,0.06009828060658445,0.5,16,0.6770525754153487,0.5271755456924438,0.5408226434051178,-0.6770525754153487,0.6962638946735648,0.5415559411048889,0.5138363920548406,-0.6962638946735648,0.6971517731708651,0.5427971482276917,0.5176492294383062,-0.6971517731708651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black-friday
29,bin.model.main,['NVIDIA GeForce RTX 4090'],39407761,labels,209,3971,0:02:10.667285,,32768,4,512,16,-1,1.0,True,True,data/black-friday,noisy-quantile,ordinal,AdamW,0.00013865929918426315,0.0,moe-mlp,10,4,784,0.06009828060658445,0.5,16,0.6694934687420505,0.5196675062179565,0.5510186242567634,-0.6694934687420505,0.6962306571958268,0.5404383540153503,0.5138828353326197,-0.6962306571958268,0.6975577674720909,0.5416823029518127,0.5170872445214219,-0.6975577674720909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black-friday
30,bin.model.main,['NVIDIA GeForce RTX 4090'],8386145,labels,707,5656,0:03:56.371138,,32768,7,1024,16,-1,1.0,True,True,data/microsoft,noisy-quantile,,AdamW,0.0004559033101696751,0.00015017185420527338,moe-mlp,4,3,416,0.15708671064459376,0.5,16,0.7118536108486058,0.5597012042999268,0.2502719808103039,-0.7118536108486058,0.7470476533532618,0.5841469764709473,0.1899572112667277,-0.7470476533532618,0.7517513252071553,0.5855621099472046,0.1850309617877416,-0.7517513252071553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microsoft
31,bin.model.main,['NVIDIA GeForce RTX 4090'],8386145,labels,707,4949,0:03:48.337500,,32768,6,1024,16,-1,1.0,True,True,data/microsoft,noisy-quantile,,AdamW,0.0004559033101696751,0.00015017185420527338,moe-mlp,4,3,416,0.15708671064459376,0.5,16,0.7153836072223649,0.5605325698852539,0.24281799128670645,-0.7153836072223649,0.7480237274970969,0.5829089283943176,0.1878390102996521,-0.7480237274970969,0.75125977889058,0.5837368965148926,0.18609640610664868,-0.75125977889058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microsoft
32,bin.model.main,['NVIDIA GeForce RTX 4090'],8386145,labels,707,4242,0:03:37.890896,,32768,5,1024,16,-1,1.0,True,True,data/microsoft,noisy-quantile,,AdamW,0.0004559033101696751,0.00015017185420527338,moe-mlp,4,3,416,0.15708671064459376,0.5,16,0.7187330409827329,0.5612654685974121,0.23571102272022282,-0.7187330409827329,0.7485816179700546,0.5817867517471313,0.18662715736638402,-0.7485816179700546,0.7517694818746111,0.5826389193534851,0.1849915959566727,-0.7517694818746111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microsoft
33,bin.model.main,['NVIDIA GeForce RTX 4090'],8386145,labels,707,4949,0:03:49.663082,,32768,11,1024,16,-1,1.0,True,True,data/microsoft,noisy-quantile,,AdamW,0.0004559033101696751,0.00015017185420527338,moe-mlp,4,3,416,0.15708671064459376,0.5,16,0.7143568037624232,0.5595999956130981,0.24498984064554374,-0.7143568037624232,0.7475575173617537,0.5831794738769531,0.18885114593825425,-0.7475575173617537,0.7501697745491518,0.5829756259918213,0.18845643584376703,-0.7501697745491518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microsoft
34,bin.model.main,['NVIDIA GeForce RTX 4090'],8386145,labels,707,4242,0:03:36.300461,,32768,2,1024,16,-1,1.0,True,True,data/microsoft,noisy-quantile,,AdamW,0.0004559033101696751,0.00015017185420527338,moe-mlp,4,3,416,0.15708671064459376,0.5,16,0.7194561599168694,0.565480649471283,0.23417238981817423,-0.7194561599168694,0.7473786559218869,0.5849460959434509,0.18923920422332552,-0.7473786559218869,0.752711005805753,0.5867531299591064,0.18294890050219415,-0.752711005805753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microsoft
35,bin.model.main,['NVIDIA GeForce RTX 4090'],8386145,labels,707,2828,0:01:10.622778,,32768,14,1024,16,-1,1.0,True,True,data/microsoft,noisy-quantile,,AdamW,0.0004559033101696751,0.00015017185420527338,moe-mlp,4,3,416,0.15708671064459376,0.5,16,0.7262449903857054,0.5701873898506165,0.2196513074314489,-0.7262449903857054,0.7478436624782691,0.5857194662094116,0.18823013149009638,-0.7478436624782691,0.7515434040649362,0.5861798524856567,0.18548172750607272,-0.7515434040649362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microsoft
36,bin.model.main,['NVIDIA GeForce RTX 4090'],8386145,labels,707,4949,0:03:47.559618,,32768,10,1024,16,-1,1.0,True,True,data/microsoft,noisy-quantile,,AdamW,0.0004559033101696751,0.00015017185420527338,moe-mlp,4,3,416,0.15708671064459376,0.5,16,0.7141594034298174,0.5619131922721863,0.24540718487367896,-0.7141594034298174,0.7477777061545816,0.5851520895957947,0.18837314146365514,-0.7477777061545816,0.7514523510703175,0.585965633392334,0.18567907869525735,-0.7514523510703175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microsoft
37,bin.model.main,['NVIDIA GeForce RTX 4090'],8386145,labels,707,4949,0:03:47.298758,,32768,8,1024,16,-1,1.0,True,True,data/microsoft,noisy-quantile,,AdamW,0.0004559033101696751,0.00015017185420527338,moe-mlp,4,3,416,0.15708671064459376,0.5,16,0.7159375436916863,0.571333646774292,0.24164474275284575,-0.7159375436916863,0.747609580884398,0.5930692553520203,0.188738030557404,-0.747609580884398,0.750727459650775,0.5930805206298828,0.18724934402080307,-0.750727459650775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microsoft
38,bin.model.main,['NVIDIA GeForce RTX 4090'],8386145,labels,707,4242,0:03:37.841054,,32768,12,1024,16,-1,1.0,True,True,data/microsoft,noisy-quantile,,AdamW,0.0004559033101696751,0.00015017185420527338,moe-mlp,4,3,416,0.15708671064459376,0.5,16,0.719088391795683,0.5607855916023254,0.2349550177903038,-0.719088391795683,0.7476586113616421,0.5810151696205139,0.18863155726199532,-0.7476586113616421,0.7514741635503739,0.5817463994026184,0.18563173568172364,-0.7514741635503739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microsoft
39,bin.model.main,['NVIDIA GeForce RTX 4090'],8386145,labels,707,4949,0:03:47.369440,,32768,3,1024,16,-1,1.0,True,True,data/microsoft,noisy-quantile,,AdamW,0.0004559033101696751,0.00015017185420527338,moe-mlp,4,3,416,0.15708671064459376,0.5,16,0.7136565809693856,0.5640707612037659,0.24646937317007978,-0.7136565809693856,0.7473669323445092,0.5872868299484253,0.18926473325872095,-0.7473669323445092,0.7514962529985589,0.5883001685142517,0.18558400688857013,-0.7514962529985589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microsoft
40,bin.model.main,['NVIDIA GeForce RTX 4090'],8386145,labels,707,5656,0:03:56.391090,,32768,0,1024,16,-1,1.0,True,True,data/microsoft,noisy-quantile,,AdamW,0.0004559033101696751,0.00015017185420527338,moe-mlp,4,3,416,0.15708671064459376,0.5,16,0.7121427610839745,0.5635893940925598,0.24966271537714602,-0.7121427610839745,0.747276766305634,0.5876466035842896,0.1894601179883182,-0.747276766305634,0.751811264330094,0.5888306498527527,0.18490100930325992,-0.751811264330094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microsoft
41,bin.model.main,['NVIDIA GeForce RTX 4090'],8386145,labels,707,6363,0:04:07.185173,,32768,13,1024,16,-1,1.0,True,True,data/microsoft,noisy-quantile,,AdamW,0.0004559033101696751,0.00015017185420527338,moe-mlp,4,3,416,0.15708671064459376,0.5,16,0.7086965013257533,0.5585511326789856,0.256907584622181,-0.7086965013257533,0.7469497084661668,0.5848168730735779,0.19016958304265807,-0.7469497084661668,0.7500978247105087,0.5853044390678406,0.18861217375626038,-0.7500978247105087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microsoft
42,bin.model.main,['NVIDIA GeForce RTX 4090'],8386145,labels,707,5656,0:04:17.819153,,32768,1,1024,16,-1,1.0,True,True,data/microsoft,noisy-quantile,,AdamW,0.0004559033101696751,0.00015017185420527338,moe-mlp,4,3,416,0.15708671064459376,0.5,16,0.7110847069222493,0.5590115189552307,0.2518906953800012,-0.7110847069222493,0.7483059506691663,0.5847267508506775,0.18722612130678074,-0.7483059506691663,0.7518084498353523,0.585371732711792,0.1849070839614484,-0.7518084498353523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microsoft
43,bin.model.main,['NVIDIA GeForce RTX 4090'],8386145,labels,707,5656,0:03:59.400778,,32768,9,1024,16,-1,1.0,True,True,data/microsoft,noisy-quantile,,AdamW,0.0004559033101696751,0.00015017185420527338,moe-mlp,4,3,416,0.15708671064459376,0.5,16,0.7134198876110555,0.5653989315032959,0.24696901497737034,-0.7134198876110555,0.7475835894411753,0.5888710021972656,0.18879450026118583,-0.7475835894411753,0.7511329835215739,0.589584469795227,0.18637108412094594,-0.7511329835215739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microsoft
44,bin.model.main,['NVIDIA GeForce RTX 4090'],8386145,labels,707,4242,0:03:38.421760,,32768,4,1024,16,-1,1.0,True,True,data/microsoft,noisy-quantile,,AdamW,0.0004559033101696751,0.00015017185420527338,moe-mlp,4,3,416,0.15708671064459376,0.5,16,0.7201158151595405,0.5756359696388245,0.23276750684574232,-0.7201158151595405,0.7480259586129071,0.5942596793174744,0.18783418744395275,-0.7480259586129071,0.7520068260933117,0.5959416627883911,0.18447694247890922,-0.7520068260933117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microsoft
45,bin.model.main,['NVIDIA GeForce RTX 4090'],22765921,labels,57,1482,0:00:37.373858,,32768,7,256,16,-1,1.0,True,True,data/house,noisy-quantile,,AdamW,0.00012481760318221343,0.0,moe-mlp,8,3,688,0.28356043643619033,0.5,16,21560.658245981267,12130.6875,0.8288135596117762,-21560.658245981267,28919.297363525275,14728.9130859375,0.7193519375907107,-28919.297363525275,30729.9317278773,14712.4267578125,0.6728921095658296,-30729.9317278773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house
46,bin.model.main,['NVIDIA GeForce RTX 4090'],22765921,labels,57,1767,0:00:40.626307,,32768,6,256,16,-1,1.0,True,True,data/house,noisy-quantile,,AdamW,0.00012481760318221343,0.0,moe-mlp,8,3,688,0.28356043643619033,0.5,16,19554.73385142329,11648.1767578125,0.8591849245573481,-19554.73385142329,28806.766982776808,14982.765625,0.7215318039482301,-28806.766982776808,31460.056706878328,15332.234375,0.6571636691397169,-31460.056706878328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house
47,bin.model.main,['NVIDIA GeForce RTX 4090'],22765921,labels,57,1767,0:00:43.136077,,32768,5,256,16,-1,1.0,True,True,data/house,noisy-quantile,,AdamW,0.00012481760318221343,0.0,moe-mlp,8,3,688,0.28356043643619033,0.5,16,19217.26140739101,11225.912109375,0.8640033088340993,-19217.26140739101,29173.959895770062,14625.1376953125,0.7143874165714021,-29173.959895770062,32469.84668888968,14994.0908203125,0.6348020733240123,-32469.84668888968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house
48,bin.model.main,['NVIDIA GeForce RTX 4090'],22765921,labels,57,1710,0:00:40.570854,,32768,11,256,16,-1,1.0,True,True,data/house,noisy-quantile,,AdamW,0.00012481760318221343,0.0,moe-mlp,8,3,688,0.28356043643619033,0.5,16,20162.914868639404,11668.2958984375,0.8502895825903901,-20162.914868639404,28718.814460210575,14414.2509765625,0.7232296405856473,-28718.814460210575,31062.619593331146,14788.564453125,0.6657711180466692,-31062.619593331146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house
49,bin.model.main,['NVIDIA GeForce RTX 4090'],22765921,labels,57,1311,0:00:33.637198,,32768,2,256,16,-1,1.0,True,True,data/house,noisy-quantile,,AdamW,0.00012481760318221343,0.0,moe-mlp,8,3,688,0.28356043643619033,0.5,16,21026.316462947092,12231.83203125,0.8371934856195706,-21026.316462947092,28506.881695478372,14908.189453125,0.7272994676249034,-28506.881695478372,31846.464670352343,15457.4462890625,0.648690188618681,-31846.464670352343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house
50,bin.model.main,['NVIDIA GeForce RTX 4090'],22765921,labels,57,969,0:00:29.438149,,32768,14,256,16,-1,1.0,True,True,data/house,noisy-quantile,,AdamW,0.00012481760318221343,0.0,moe-mlp,8,3,688,0.28356043643619033,0.5,16,23227.254336231825,12775.599609375,0.8013259704321037,-23227.254336231825,29170.39046704723,14947.14453125,0.7144573051669747,-29170.39046704723,31533.85177868381,15138.4033203125,0.6555533959214583,-31533.85177868381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house
51,bin.model.main,['NVIDIA GeForce RTX 4090'],22765921,labels,57,1368,0:00:37.218400,,32768,10,256,16,-1,1.0,True,True,data/house,noisy-quantile,,AdamW,0.00012481760318221343,0.0,moe-mlp,8,3,688,0.28356043643619033,0.5,16,20722.74190352232,12433.8662109375,0.8418607090610835,-20722.74190352232,28782.059967973106,15286.8916015625,0.72200929855431,-28782.059967973106,30674.72288383385,15492.75390625,0.6740664003238666,-30674.72288383385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house
52,bin.model.main,['NVIDIA GeForce RTX 4090'],22765921,labels,57,1482,0:00:38.100699,,32768,8,256,16,-1,1.0,True,True,data/house,noisy-quantile,,AdamW,0.00012481760318221343,0.0,moe-mlp,8,3,688,0.28356043643619033,0.5,16,21194.651400766183,12196.74609375,0.8345762501823841,-21194.651400766183,29316.810740597277,15152.6806640625,0.7115835607996692,-29316.810740597277,31788.738634931713,15260.337890625,0.6499626222538859,-31788.738634931713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house
