method,0
TabMmini-piecewiselinear,1.6
TabM,2.2
CatBoost,2.4
MLP-piecewiselinear,2.4
XGBoost,2.8
LightGBM,3.0
MNCA-periodic,3.2
FT-T,3.2
SAINT,3.2
T2G,3.2
TabR-periodic,3.4
Excel-plugins,3.6
MNCA,4.0
MLP,4.4
tabrmoev4-drop-periodic,4.4
TabR,4.6
