method,0
tabm-piecewiselinear,1.8
tabm-mini-piecewiselinear,2.2
tabm,2.6
MLP-piecewiselinear,2.8
XGBoost,3.0
CatBoost,3.2
LightGBM,3.4
qtabformer-query-4-key-k-value-ky-mqa-moh,3.8
qtab-naive-cossim-cl,4.0
SAINT,4.0
T2G,4.2
MLP,4.2
FT-T,4.2
qtab-naive-cossim,4.4
MNCA-periodic,4.6
Excel-plugins,4.6
TabR-periodic,4.6
qreformer-deubg-d1-h1-m32,5.8
