method,0
tabm-piecewiselinear,1.5
tabm-mini-piecewiselinear,1.8333333333333333
MLP-piecewiselinear,2.5
tabm,2.6666666666666665
XGBoost,2.8333333333333335
MNCA-periodic,3.3333333333333335
TabR-periodic,3.5
reformer-d1-h1-m32,5.0
reformer-d3-h4-m64,5.0
reformer-d3-h4-m32,5.0
reformer-d3-h4-m96-mqa,5.0
reformer-d3-h4-m96,5.0
reformer-d3-h4-m64-mqa,5.166666666666667
reformer-d1-h1-m64,5.166666666666667
reformer-d3-h4-m32-mqa,5.5
reformer-d1-h1-m32-aux,5.5
reformer-d3-h4-m32-adapter,5.5
reformer-d3-h4-m32-mqa-adapter,5.666666666666667
reformer-d3-h4-m32-aux,5.666666666666667
retransformer-periodic,5.666666666666667
