method,0
TabMmini-piecewiselinear,1.5
MNCA-periodic,1.9166666666666667
CatBoost,2.0
TabM,2.0833333333333335
TabR-periodic,2.3333333333333335
XGBoost,2.4166666666666665
MLP-piecewiselinear,2.4166666666666665
LightGBM,2.4166666666666665
MNCA,2.5
T2G,2.8333333333333335
TabR,2.9166666666666665
FT-T,3.0833333333333335
SAINT,3.0833333333333335
Excel-plugins,3.4166666666666665
MLP,3.5833333333333335
tabrmv4-mini-periodic,3.5833333333333335
