method,0
tabm-piecewiselinear,1.4285714285714286
tabm-mini-piecewiselinear,1.7142857142857142
CatBoost,2.0
tabm,2.0
MNCA-periodic,2.4285714285714284
MLP-piecewiselinear,2.4285714285714284
XGBoost,2.5714285714285716
LightGBM,2.5714285714285716
TabR-periodic,2.7142857142857144
MNCA,2.857142857142857
T2G,3.142857142857143
TabR,3.2857142857142856
SAINT,3.2857142857142856
retransformer-periodic,3.4285714285714284
retransformer-aux-periodic,3.4285714285714284
FT-T,3.4285714285714284
Excel-plugins,3.5714285714285716
MLP,3.857142857142857
