,function,gpus,n_parameters,prediction_type,epoch_size,best_step,time,chunk_size,eval_batch_size,config.seed,config.batch_size,config.patience,config.n_epochs,config.gradient_clipping_norm,config.amp,config.data.cache,config.data.path,config.data.num_policy,config.data.cat_policy,config.optimizer.type,config.optimizer.lr,config.optimizer.weight_decay,config.model.arch_type,config.model.backbone.k,config.model.backbone.n_blocks,config.model.backbone.d_block,config.model.backbone.dropout,config.model.backbone.moe_ratio,config.model.backbone.num_experts,config.model.num_embeddings.type,config.model.num_embeddings.d_embedding,config.bins.n_bins,metrics.train.rmse,metrics.train.mae,metrics.train.r2,metrics.train.score,metrics.val.rmse,metrics.val.mae,metrics.val.r2,metrics.val.score,metrics.test.rmse,metrics.test.mae,metrics.test.r2,metrics.test.score,metrics.train.0.precision,metrics.train.0.recall,metrics.train.0.f1-score,metrics.train.0.support,metrics.train.1.precision,metrics.train.1.recall,metrics.train.1.f1-score,metrics.train.1.support,metrics.train.accuracy,metrics.train.macro avg.precision,metrics.train.macro avg.recall,metrics.train.macro avg.f1-score,metrics.train.macro avg.support,metrics.train.weighted avg.precision,metrics.train.weighted avg.recall,metrics.train.weighted avg.f1-score,metrics.train.weighted avg.support,metrics.train.cross-entropy,metrics.train.roc-auc,metrics.val.0.precision,metrics.val.0.recall,metrics.val.0.f1-score,metrics.val.0.support,metrics.val.1.precision,metrics.val.1.recall,metrics.val.1.f1-score,metrics.val.1.support,metrics.val.accuracy,metrics.val.macro avg.precision,metrics.val.macro avg.recall,metrics.val.macro avg.f1-score,metrics.val.macro avg.support,metrics.val.weighted avg.precision,metrics.val.weighted avg.recall,metrics.val.weighted avg.f1-score,metrics.val.weighted avg.support,metrics.val.cross-entropy,metrics.val.roc-auc,metrics.test.0.precision,metrics.test.0.recall,metrics.test.0.f1-score,metrics.test.0.support,metrics.test.1.precision,metrics.test.1.recall,metrics.test.1.f1-score,metrics.test.1.support,metrics.test.accuracy,metrics.test.macro avg.precision,metrics.test.macro avg.recall,metrics.test.macro avg.f1-score,metrics.test.macro avg.support,metrics.test.weighted avg.precision,metrics.test.weighted avg.recall,metrics.test.weighted avg.f1-score,metrics.test.weighted avg.support,metrics.test.cross-entropy,metrics.test.roc-auc,metrics.train.2.precision,metrics.train.2.recall,metrics.train.2.f1-score,metrics.train.2.support,metrics.train.3.precision,metrics.train.3.recall,metrics.train.3.f1-score,metrics.train.3.support,metrics.train.4.precision,metrics.train.4.recall,metrics.train.4.f1-score,metrics.train.4.support,metrics.train.5.precision,metrics.train.5.recall,metrics.train.5.f1-score,metrics.train.5.support,metrics.train.6.precision,metrics.train.6.recall,metrics.train.6.f1-score,metrics.train.6.support,metrics.train.7.precision,metrics.train.7.recall,metrics.train.7.f1-score,metrics.train.7.support,metrics.train.8.precision,metrics.train.8.recall,metrics.train.8.f1-score,metrics.train.8.support,metrics.val.2.precision,metrics.val.2.recall,metrics.val.2.f1-score,metrics.val.2.support,metrics.val.3.precision,metrics.val.3.recall,metrics.val.3.f1-score,metrics.val.3.support,metrics.val.4.precision,metrics.val.4.recall,metrics.val.4.f1-score,metrics.val.4.support,metrics.val.5.precision,metrics.val.5.recall,metrics.val.5.f1-score,metrics.val.5.support,metrics.val.6.precision,metrics.val.6.recall,metrics.val.6.f1-score,metrics.val.6.support,metrics.val.7.precision,metrics.val.7.recall,metrics.val.7.f1-score,metrics.val.7.support,metrics.val.8.precision,metrics.val.8.recall,metrics.val.8.f1-score,metrics.val.8.support,metrics.test.2.precision,metrics.test.2.recall,metrics.test.2.f1-score,metrics.test.2.support,metrics.test.3.precision,metrics.test.3.recall,metrics.test.3.f1-score,metrics.test.3.support,metrics.test.4.precision,metrics.test.4.recall,metrics.test.4.f1-score,metrics.test.4.support,metrics.test.5.precision,metrics.test.5.recall,metrics.test.5.f1-score,metrics.test.5.support,metrics.test.6.precision,metrics.test.6.recall,metrics.test.6.f1-score,metrics.test.6.support,metrics.test.7.precision,metrics.test.7.recall,metrics.test.7.f1-score,metrics.test.7.support,metrics.test.8.precision,metrics.test.8.recall,metrics.test.8.f1-score,metrics.test.8.support,Dataset
10,bin.model.main,['NVIDIA GeForce RTX 4090'],2710201,labels,68,6256,0:02:02.238288,,32768,0,512,16,-1,1.0,True,True,data/diamond,noisy-quantile,ordinal,AdamW,0.0005877582394077947,0.0,moe-sparse,9,4,96,0.0,0.75,48,PiecewiseLinearEmbeddingsV2,28,114,0.12305649840854758,0.062408532947301865,0.9847856030503803,-0.12305649840854758,0.12663638142530503,0.06582415848970413,0.9843348616593178,-0.12663638142530503,0.1324272739806411,0.06648602336645126,0.9823925953273366,-0.1324272739806411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diamond
11,bin.model.main,['NVIDIA GeForce RTX 4090'],2710201,labels,68,4624,0:01:34.673986,,32768,13,512,16,-1,1.0,True,True,data/diamond,noisy-quantile,ordinal,AdamW,0.0005877582394077947,0.0,moe-sparse,9,4,96,0.0,0.75,48,PiecewiseLinearEmbeddingsV2,28,114,0.12740613368863898,0.06741337478160858,0.9836910357431458,-0.12740613368863898,0.1293626710066576,0.06947427242994308,0.9836531085925101,-0.1293626710066576,0.13463450701447457,0.06930037587881088,0.9818007609813849,-0.13463450701447457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diamond
12,bin.model.main,['NVIDIA GeForce RTX 4090'],2710201,labels,68,3468,0:01:19.622824,,32768,1,512,16,-1,1.0,True,True,data/diamond,noisy-quantile,ordinal,AdamW,0.0005877582394077947,0.0,moe-sparse,9,4,96,0.0,0.75,48,PiecewiseLinearEmbeddingsV2,28,114,0.13018434700968443,0.0674571618437767,0.9829720173480816,-0.13018434700968443,0.129531571856054,0.06832998991012573,0.9836103930736358,-0.129531571856054,0.13417577890536436,0.06808912754058838,0.9819245659266512,-0.13417577890536436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diamond
13,bin.model.main,['NVIDIA GeForce RTX 4090'],2710201,labels,68,3876,0:01:22.256557,,32768,9,512,16,-1,1.0,True,True,data/diamond,noisy-quantile,ordinal,AdamW,0.0005877582394077947,0.0,moe-sparse,9,4,96,0.0,0.75,48,PiecewiseLinearEmbeddingsV2,28,114,0.1294186839468245,0.06756888329982758,0.9831717255216634,-0.1294186839468245,0.12867597038408235,0.06825751811265945,0.9838261988338831,-0.12867597038408235,0.13457712175612496,0.068937286734581,0.9818162710364223,-0.13457712175612496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diamond
14,bin.model.main,['NVIDIA GeForce RTX 4090'],2710201,labels,68,3876,0:01:11.091711,,32768,4,512,16,-1,1.0,True,True,data/diamond,noisy-quantile,ordinal,AdamW,0.0005877582394077947,0.0,moe-sparse,9,4,96,0.0,0.75,48,PiecewiseLinearEmbeddingsV2,28,114,0.12871717544976258,0.06625527888536453,0.9833536641594173,-0.12871717544976258,0.12914321533346845,0.06723809242248535,0.9837085251825102,-0.12914321533346845,0.13461225185541445,0.06781799346208572,0.9818067766234534,-0.13461225185541445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diamond
15,bin.model.main,['NVIDIA GeForce RTX 4090'],100816513,labels,209,4807,0:03:39.158757,,32768,7,512,16,-1,1.0,True,True,data/black-friday,noisy-quantile,ordinal,AdamW,0.0003741051898750371,0.06547053160600506,moe-sparse,4,3,1024,0.3532238774988441,0.5,32,PiecewiseLinearEmbeddingsV2,8,123,0.650221198298053,0.5026563405990601,0.5764956188443657,-0.650221198298053,0.6884769520859935,0.5312783718109131,0.5246499598448378,-0.6884769520859935,0.6897275988904852,0.5327027440071106,0.5278678628135595,-0.6897275988904852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black-friday
16,bin.model.main,['NVIDIA GeForce RTX 4090'],100816513,labels,209,5434,0:03:54.940639,,32768,6,512,16,-1,1.0,True,True,data/black-friday,noisy-quantile,ordinal,AdamW,0.0003741051898750371,0.06547053160600506,moe-sparse,4,3,1024,0.3532238774988441,0.5,32,PiecewiseLinearEmbeddingsV2,8,123,0.6500335721369246,0.5069202780723572,0.5767399605775629,-0.6500335721369246,0.6883318593430459,0.5352519750595093,0.5248503259960562,-0.6883318593430459,0.6902448091004357,0.5383452773094177,0.5271595523177998,-0.6902448091004357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black-friday
17,bin.model.main,['NVIDIA GeForce RTX 4090'],100816513,labels,209,4598,0:03:30.871243,,32768,5,512,16,-1,1.0,True,True,data/black-friday,noisy-quantile,ordinal,AdamW,0.0003741051898750371,0.06547053160600506,moe-sparse,4,3,1024,0.3532238774988441,0.5,32,PiecewiseLinearEmbeddingsV2,8,123,0.6523188740447284,0.5051209330558777,0.5737586902587803,-0.6523188740447284,0.6896113141271273,0.5329993367195129,0.5230823056035125,-0.6896113141271273,0.6908587858375936,0.534947395324707,0.5263179934726927,-0.6908587858375936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black-friday
18,bin.model.main,['NVIDIA GeForce RTX 4090'],100816513,labels,209,4180,0:03:24.159402,,32768,11,512,16,-1,1.0,True,True,data/black-friday,noisy-quantile,ordinal,AdamW,0.0003741051898750371,0.06547053160600506,moe-sparse,4,3,1024,0.3532238774988441,0.5,32,PiecewiseLinearEmbeddingsV2,8,123,0.6516628023514317,0.5035276412963867,0.5746156338998691,-0.6516628023514317,0.6888581212882672,0.5309956669807434,0.5241235196597396,-0.6888581212882672,0.6887282540476379,0.531517505645752,0.5292350281318494,-0.6887282540476379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black-friday
19,bin.model.main,['NVIDIA GeForce RTX 4090'],100816513,labels,209,5643,0:03:54.250774,,32768,2,512,16,-1,1.0,True,True,data/black-friday,noisy-quantile,ordinal,AdamW,0.0003741051898750371,0.06547053160600506,moe-sparse,4,3,1024,0.3532238774988441,0.5,32,PiecewiseLinearEmbeddingsV2,8,123,0.6420654524315025,0.49508345127105713,0.5870529673260881,-0.6420654524315025,0.6897850642401482,0.5311737060546875,0.5228419070346626,-0.6897850642401482,0.6906826090195509,0.5328077077865601,0.526559552643669,-0.6906826090195509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black-friday
