,function,gpus,n_parameters,prediction_type,epoch_size,best_step,time,chunk_size,eval_batch_size,config.seed,config.batch_size,config.patience,config.n_epochs,config.gradient_clipping_norm,config.amp,config.data.cache,config.data.path,config.data.num_policy,config.data.cat_policy,config.optimizer.type,config.optimizer.lr,config.optimizer.weight_decay,config.model.arch_type,config.model.k,config.model.share_training_batches,config.model.backbone.type,config.model.backbone.n_blocks,config.model.backbone.d_block,config.model.backbone.dropout,config.model.num_embeddings.type,config.model.num_embeddings.d_embedding,config.bins.n_bins,metrics.train.rmse,metrics.train.mae,metrics.train.r2,metrics.train.score,metrics.val.rmse,metrics.val.mae,metrics.val.r2,metrics.val.score,metrics.test.rmse,metrics.test.mae,metrics.test.r2,metrics.test.score,metrics.train.0.precision,metrics.train.0.recall,metrics.train.0.f1-score,metrics.train.0.support,metrics.train.1.precision,metrics.train.1.recall,metrics.train.1.f1-score,metrics.train.1.support,metrics.train.accuracy,metrics.train.macro avg.precision,metrics.train.macro avg.recall,metrics.train.macro avg.f1-score,metrics.train.macro avg.support,metrics.train.weighted avg.precision,metrics.train.weighted avg.recall,metrics.train.weighted avg.f1-score,metrics.train.weighted avg.support,metrics.train.cross-entropy,metrics.train.roc-auc,metrics.val.0.precision,metrics.val.0.recall,metrics.val.0.f1-score,metrics.val.0.support,metrics.val.1.precision,metrics.val.1.recall,metrics.val.1.f1-score,metrics.val.1.support,metrics.val.accuracy,metrics.val.macro avg.precision,metrics.val.macro avg.recall,metrics.val.macro avg.f1-score,metrics.val.macro avg.support,metrics.val.weighted avg.precision,metrics.val.weighted avg.recall,metrics.val.weighted avg.f1-score,metrics.val.weighted avg.support,metrics.val.cross-entropy,metrics.val.roc-auc,metrics.test.0.precision,metrics.test.0.recall,metrics.test.0.f1-score,metrics.test.0.support,metrics.test.1.precision,metrics.test.1.recall,metrics.test.1.f1-score,metrics.test.1.support,metrics.test.accuracy,metrics.test.macro avg.precision,metrics.test.macro avg.recall,metrics.test.macro avg.f1-score,metrics.test.macro avg.support,metrics.test.weighted avg.precision,metrics.test.weighted avg.recall,metrics.test.weighted avg.f1-score,metrics.test.weighted avg.support,metrics.test.cross-entropy,metrics.test.roc-auc,metrics.train.2.precision,metrics.train.2.recall,metrics.train.2.f1-score,metrics.train.2.support,metrics.train.3.precision,metrics.train.3.recall,metrics.train.3.f1-score,metrics.train.3.support,metrics.train.4.precision,metrics.train.4.recall,metrics.train.4.f1-score,metrics.train.4.support,metrics.train.5.precision,metrics.train.5.recall,metrics.train.5.f1-score,metrics.train.5.support,metrics.train.6.precision,metrics.train.6.recall,metrics.train.6.f1-score,metrics.train.6.support,metrics.train.7.precision,metrics.train.7.recall,metrics.train.7.f1-score,metrics.train.7.support,metrics.train.8.precision,metrics.train.8.recall,metrics.train.8.f1-score,metrics.train.8.support,metrics.val.2.precision,metrics.val.2.recall,metrics.val.2.f1-score,metrics.val.2.support,metrics.val.3.precision,metrics.val.3.recall,metrics.val.3.f1-score,metrics.val.3.support,metrics.val.4.precision,metrics.val.4.recall,metrics.val.4.f1-score,metrics.val.4.support,metrics.val.5.precision,metrics.val.5.recall,metrics.val.5.f1-score,metrics.val.5.support,metrics.val.6.precision,metrics.val.6.recall,metrics.val.6.f1-score,metrics.val.6.support,metrics.val.7.precision,metrics.val.7.recall,metrics.val.7.f1-score,metrics.val.7.support,metrics.val.8.precision,metrics.val.8.recall,metrics.val.8.f1-score,metrics.val.8.support,metrics.test.2.precision,metrics.test.2.recall,metrics.test.2.f1-score,metrics.test.2.support,metrics.test.3.precision,metrics.test.3.recall,metrics.test.3.f1-score,metrics.test.3.support,metrics.test.4.precision,metrics.test.4.recall,metrics.test.4.f1-score,metrics.test.4.support,metrics.test.5.precision,metrics.test.5.recall,metrics.test.5.f1-score,metrics.test.5.support,metrics.test.6.precision,metrics.test.6.recall,metrics.test.6.f1-score,metrics.test.6.support,metrics.test.7.precision,metrics.test.7.recall,metrics.test.7.f1-score,metrics.test.7.support,metrics.test.8.precision,metrics.test.8.recall,metrics.test.8.f1-score,metrics.test.8.support,Dataset
112,bin.model.main,['NVIDIA A100-SXM4-80GB'],1505952,probs,123,3813,0:00:52.822600,,32768,8,512,16,-1,1.0,True,True,data/higgs-small,noisy-quantile,,AdamW,0.0008637539259001794,0.0,tabm,32,False,MLP,4,544,0.26264529026853445,PiecewiseLinearEmbeddingsV2,24,5,,,,0.796337906965626,,,,0.7420321264660887,,,,0.7382457929627741,0.7835876316500135,0.7847001554999662,0.7841434989696991,29582.0,0.8077399100431673,0.8067171153788175,0.8072281887293351,33169.0,0.796337906965626,0.7956637708465903,0.7957086354393919,0.7956858438495171,62751.0,0.7963540723764165,0.796337906965626,0.7963456323960567,62751.0,0.4283757488850962,0.8857461018878781,0.7329901210518993,0.7122769064359114,0.7224850853733801,7396.0,0.7496765086460416,0.768572117703811,0.7590067289942237,8292.0,0.7420321264660887,0.7413333148489705,0.7404245120698612,0.7407459071838018,15688.0,0.7418098256624697,0.7420321264660887,0.7417888506018372,15688.0,0.5161375611995859,0.8208221295744796,0.7248468941382327,0.716928069226609,0.720865734950242,9245.0,0.7499522262564494,0.7572600096478533,0.7535884019010128,10365.0,0.7382457929627741,0.7373995601973411,0.7370940394372312,0.7372270684256275,19610.0,0.7381164896204008,0.7382457929627741,0.738161525003518,19610.0,0.519297669028836,0.8184282138922305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,higgs-small
113,bin.model.main,['NVIDIA A100-SXM4-80GB'],1505952,probs,123,2829,0:00:43.847601,,32768,12,512,16,-1,1.0,True,True,data/higgs-small,noisy-quantile,,AdamW,0.0008637539259001794,0.0,tabm,32,False,MLP,4,544,0.26264529026853445,PiecewiseLinearEmbeddingsV2,24,5,,,,0.7776449777692785,,,,0.7411397246302907,,,,0.7373788883222846,0.7641193767533038,0.7642485295111893,0.764183947675303,29582.0,0.789711735616934,0.7895926919714191,0.7896522093075844,33169.0,0.7776449777692785,0.7769155561851189,0.7769206107413043,0.7769180784914437,62751.0,0.7776470169685633,0.7776449777692785,0.777645992424887,62751.0,0.4585466858437384,0.8652949900626206,0.7316937612894262,0.7120064899945917,0.7217158911807032,7396.0,0.7491461547520905,0.7671249397009166,0.7580289578740392,8292.0,0.7411397246302907,0.7404199580207583,0.7395657148477541,0.7398724245273712,15688.0,0.7409183435556431,0.7411397246302907,0.7409094116435502,15688.0,0.513291194646889,0.8216260901774259,0.7228692717971046,0.7183342347214711,0.7205946180555555,9245.0,0.7501678979180658,0.7543656536420646,0.7522609197614009,10365.0,0.7373788883222846,0.7365185848575853,0.7363499441817678,0.7364277689084782,19610.0,0.7372981478676688,0.7373788883222846,0.7373320590132857,19610.0,0.5187626153860931,0.8174281870201673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,higgs-small
114,bin.model.main,['NVIDIA A100-SXM4-80GB'],1505952,probs,123,4182,0:00:56.131269,,32768,3,512,16,-1,1.0,True,True,data/higgs-small,noisy-quantile,,AdamW,0.0008637539259001794,0.0,tabm,32,False,MLP,4,544,0.26264529026853445,PiecewiseLinearEmbeddingsV2,24,5,,,,0.7997641471849054,,,,0.7418408975012749,,,,0.7369199388067312,0.785702293408549,0.7909877628287472,0.7883361689941545,29582.0,0.8124658780709736,0.8075914257288432,0.8100213187378097,33169.0,0.7997641471849054,0.7990840857397613,0.7992895942787952,0.7991787438659821,62751.0,0.7998490215828883,0.7997641471849054,0.7997985318544643,62751.0,0.42579447558876243,0.8883576036281695,0.7303138766519823,0.7172796106003245,0.7237380627557981,7396.0,0.7517806267806267,0.7637481910274964,0.7577171572146446,8292.0,0.7418408975012749,0.7410472517163045,0.7405139008139104,0.7407276099852214,15688.0,0.7416602746674541,0.7418408975012749,0.741697946185984,15688.0,0.5142704956267885,0.8225222685917499,0.7216315903666739,0.7195240670632774,0.7205762877105563,9245.0,0.7504811393379522,0.7524360829715389,0.7514573396926338,10365.0,0.7369199388067312,0.7360563648523131,0.7359800750174081,0.736016813701595,19610.0,0.7368802173471583,0.7369199388067312,0.7368986795409609,19610.0,0.5201259626056312,0.8174038612806704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,higgs-small
115,bin.model.main,['NVIDIA A100-SXM4-80GB'],1505952,probs,123,3567,0:00:50.644946,,32768,0,512,16,-1,1.0,True,True,data/higgs-small,noisy-quantile,,AdamW,0.0008637539259001794,0.0,tabm,32,False,MLP,4,544,0.26264529026853445,PiecewiseLinearEmbeddingsV2,24,5,,,,0.7932781947698044,,,,0.7431795002549719,,,,0.7375828658847526,0.7785417225650657,0.7847001554999662,0.7816088083773864,29582.0,0.8066190982237741,0.8009285778889927,0.803763766186615,33169.0,0.7932781947698044,0.7925804103944198,0.7928143666944795,0.7926862872820007,62751.0,0.7933828959841936,0.7932781947698044,0.793319502957143,62751.0,0.4358856894054399,0.8815806736554734,0.7305217034095577,0.721335857220119,0.7258997210694605,7396.0,0.7542039355992844,0.7626628075253257,0.7584097859327217,8292.0,0.7431795002549719,0.7423628195044211,0.7419993323727223,0.7421547535010911,15688.0,0.7430391096638421,0.7431795002549719,0.7430831388311995,15688.0,0.5112845173192925,0.8237488608723714,0.7210656887067198,0.7230935640886966,0.7220782026355584,9245.0,0.7523938485346745,0.7505065123010131,0.7514489953632149,10365.0,0.7375828658847526,0.7367297686206972,0.7368000381948548,0.7367635989993866,19610.0,0.7376244024556617,0.7375828658847526,0.7376023365785548,19610.0,0.5183463610710873,0.8182965929615544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,higgs-small
116,bin.model.main,['NVIDIA A100-SXM4-80GB'],1505952,probs,123,3690,0:00:51.619382,,32768,13,512,16,-1,1.0,True,True,data/higgs-small,noisy-quantile,,AdamW,0.0008637539259001794,0.0,tabm,32,False,MLP,4,544,0.26264529026853445,PiecewiseLinearEmbeddingsV2,24,5,,,,0.7912224506382368,,,,0.7410759816420194,,,,0.7391126976032636,0.7764619049216627,0.7823676560070313,0.7794035932580107,29582.0,0.8045774647887324,0.7991196599234225,0.8018392751803731,33169.0,0.7912224506382368,0.7905196848551975,0.7907436579652269,0.790621434219192,62751.0,0.7913232617961481,0.7912224506382368,0.7912626733313615,62751.0,0.4358792977928523,0.8801576320988659,0.728418744861606,0.7187669010275824,0.7235606369946916,7396.0,0.7520858164481525,0.7609744331886156,0.7565040163049994,8292.0,0.7410759816420194,0.7402522806548792,0.739870667108099,0.7400323266498455,15688.0,0.7409281378750968,0.7410759816420194,0.7409730860794106,15688.0,0.5143087487290985,0.8219311239670888,0.7245241979336596,0.720605732828556,0.7225596529284165,9245.0,0.7519923187710034,0.7556198745779065,0.7538017324350338,10365.0,0.7391126976032636,0.7382582583523315,0.7381128037032312,0.7381806926817251,19610.0,0.7390426615990888,0.7391126976032636,0.7390728683331125,19610.0,0.518693815185445,0.8185040765963375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,higgs-small
117,bin.model.main,['NVIDIA A100-SXM4-80GB'],1505952,probs,123,3321,0:00:51.240673,,32768,1,512,16,-1,1.0,True,True,data/higgs-small,noisy-quantile,,AdamW,0.0008637539259001794,0.0,tabm,32,False,MLP,4,544,0.26264529026853445,PiecewiseLinearEmbeddingsV2,24,5,,,,0.781405874009976,,,,0.7404385517593065,,,,0.7375828658847526,0.7696203392134869,0.7654316814278953,0.7675202955781909,29582.0,0.7918091809180918,0.7956525671560795,0.793726221446939,33169.0,0.781405874009976,0.7807147600657893,0.7805421242919874,0.780623258512565,62751.0,0.7813489441839263,0.781405874009976,0.7813722557882355,62751.0,0.45221624742781963,0.8690531279182029,0.7325776658270361,0.7078150351541374,0.7199834960803191,7396.0,0.7470147506438773,0.7695369030390738,0.7581085897588216,8292.0,0.7404385517593065,0.7397962082354568,0.7386759690966056,0.7390460429195703,15688.0,0.7402084860272686,0.7404385517593065,0.7401347758344077,15688.0,0.513484822413128,0.8222736449370815,0.7249478652178685,0.7144402379664684,0.7196556984092396,9245.0,0.7485474807124488,0.7582247949831162,0.7533550613496933,10365.0,0.7375828658847526,0.7367476729651586,0.7363325164747923,0.7365053798794665,19610.0,0.7374216038512863,0.7375828658847526,0.7374677278267716,19610.0,0.5194728974786089,0.8173517868747974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,higgs-small
118,bin.model.main,['NVIDIA A100-SXM4-80GB'],1505952,probs,123,2706,0:00:42.746281,,32768,9,512,16,-1,1.0,True,True,data/higgs-small,noisy-quantile,,AdamW,0.0008637539259001794,0.0,tabm,32,False,MLP,4,544,0.26264529026853445,PiecewiseLinearEmbeddingsV2,24,5,,,,0.7727844974582079,,,,0.7405022947475778,,,,0.7373788883222846,0.757979797979798,0.7610033128253668,0.7594885462703688,29582.0,0.7860881667725637,0.7832916277246826,0.7846874056176383,33169.0,0.7727844974582079,0.7720339823761808,0.7721474702750247,0.7720879759440036,62751.0,0.7728373537874702,0.7727844974582079,0.7728081900320551,62751.0,0.4646895661880997,0.8599133388548007,0.7289629527613276,0.7156571119524067,0.7222487548611585,7396.0,0.7504449982200071,0.7626628075253257,0.7565045756325138,8292.0,0.7405022947475778,0.7397039754906674,0.7391599597388662,0.7393766652468361,15688.0,0.7403174352283962,0.7405022947475778,0.7403549038818162,15688.0,0.5122360141591357,0.8224980706902233,0.7221438645980254,0.7199567333693888,0.7210486404506554,9245.0,0.75089002213028,0.7529184756391702,0.7519028808170343,10365.0,0.7373788883222846,0.7365169433641527,0.7364376045042795,0.7364757606338448,19610.0,0.7373378433242783,0.7373788883222846,0.7373568608176884,19610.0,0.5186076329604512,0.8176116266807758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,higgs-small
119,bin.model.main,['NVIDIA A100-SXM4-80GB'],1505952,probs,123,3444,0:00:52.052911,,32768,4,512,16,-1,1.0,True,True,data/higgs-small,noisy-quantile,,AdamW,0.0008637539259001794,0.0,tabm,32,False,MLP,4,544,0.26264529026853445,PiecewiseLinearEmbeddingsV2,24,5,,,,0.7908081146117193,,,,0.7426695563488016,,,,0.7369709331973483,0.781330141904599,0.7724291799067,0.7768541656042294,29582.0,0.799080761654629,0.8071994935029696,0.803119610048744,33169.0,0.7908081146117193,0.790205451779614,0.7898143367048348,0.7899868878264866,62751.0,0.790712786109293,0.7908081146117193,0.7907375862155361,62751.0,0.43925544278263956,0.8791348329551213,0.7351252974940501,0.7099783666846944,0.7223330352844074,7396.0,0.7489760093622001,0.7718282682103232,0.7602304448535963,8292.0,0.7426695563488016,0.742050653428125,0.7409033174475088,0.7412817400690018,15688.0,0.7424461862504691,0.7426695563488016,0.7423639710408909,15688.0,0.5126767351211251,0.823184971498655,0.7258759809881729,0.7103299080584099,0.7180188060354252,9245.0,0.7464735397140964,0.7607332368547998,0.7535359327217126,10365.0,0.7369709331973483,0.7361747603511346,0.7355315724566048,0.735777369378569,19610.0,0.7367629619261737,0.7369709331973483,0.7367916269483966,19610.0,0.5184666706948569,0.8178703289897122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,higgs-small
120,bin.model.main,['NVIDIA A100-SXM4-80GB'],545472,labels,52,26052,0:01:42.971456,,32768,7,256,16,-1,1.0,True,True,data/california,noisy-quantile,,AdamW,0.00010149728211158224,0.00018958624986994033,tabm,32,False,MLP,3,416,0.18105358774836164,PiecewiseLinearEmbeddingsV2,20,47,0.30055378078204836,0.2111363410949707,0.9329364524675944,-0.30055378078204836,0.43026843247725594,0.2756715416908264,0.8580142587472326,-0.43026843247725594,0.4258334101653854,0.27847421169281006,0.8609353082767057,-0.4258334101653854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california
121,bin.model.main,['NVIDIA A100-SXM4-80GB'],545472,labels,52,21684,0:01:26.493002,,32768,6,256,16,-1,1.0,True,True,data/california,noisy-quantile,,AdamW,0.00010149728211158224,0.00018958624986994033,tabm,32,False,MLP,3,416,0.18105358774836164,PiecewiseLinearEmbeddingsV2,20,47,0.33341742239712857,0.2285192459821701,0.9174686962147479,-0.33341742239712857,0.428402366032331,0.27536728978157043,0.8592431363824908,-0.428402366032331,0.42902555630329237,0.28157663345336914,0.8588425665146351,-0.42902555630329237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california
122,bin.model.main,['NVIDIA A100-SXM4-80GB'],545472,labels,52,25168,0:01:38.348389,,32768,5,256,16,-1,1.0,True,True,data/california,noisy-quantile,,AdamW,0.00010149728211158224,0.00018958624986994033,tabm,32,False,MLP,3,416,0.18105358774836164,PiecewiseLinearEmbeddingsV2,20,47,0.3244288579516955,0.2236102670431137,0.9218586197041745,-0.3244288579516955,0.42978875094355606,0.2754506766796112,0.8583306523431617,-0.42978875094355606,0.43053089946304207,0.281166136264801,0.8578502600016602,-0.43053089946304207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california
123,bin.model.main,['NVIDIA A100-SXM4-80GB'],545472,labels,52,25844,0:01:35.148726,,32768,11,256,16,-1,1.0,True,True,data/california,noisy-quantile,,AdamW,0.00010149728211158224,0.00018958624986994033,tabm,32,False,MLP,3,416,0.18105358774836164,PiecewiseLinearEmbeddingsV2,20,47,0.3121948421176223,0.2171187698841095,0.9276408275581526,-0.3121948421176223,0.42894705350748513,0.2746065557003021,0.8588849946433261,-0.42894705350748513,0.4256056327166541,0.27912601828575134,0.8610840291754164,-0.4256056327166541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california
124,bin.model.main,['NVIDIA A100-SXM4-80GB'],545472,labels,52,31252,0:02:01.936753,,32768,2,256,16,-1,1.0,True,True,data/california,noisy-quantile,,AdamW,0.00010149728211158224,0.00018958624986994033,tabm,32,False,MLP,3,416,0.18105358774836164,PiecewiseLinearEmbeddingsV2,20,47,0.28590163699102067,0.20327061414718628,0.9393158309409757,-0.28590163699102067,0.4293021468167727,0.27589526772499084,0.8586512645302186,-0.4293021468167727,0.43058625640760434,0.2804092466831207,0.8578137008704162,-0.43058625640760434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california
125,bin.model.main,['NVIDIA A100-SXM4-80GB'],545472,labels,52,23244,0:01:26.871300,,32768,14,256,16,-1,1.0,True,True,data/california,noisy-quantile,,AdamW,0.00010149728211158224,0.00018958624986994033,tabm,32,False,MLP,3,416,0.18105358774836164,PiecewiseLinearEmbeddingsV2,20,47,0.3165541879931533,0.2202206403017044,0.925605944656235,-0.3165541879931533,0.42848109033984666,0.2763749361038208,0.859191420010651,-0.42848109033984666,0.4271514613389447,0.2808533310890198,0.8600730967238167,-0.4271514613389447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california
126,bin.model.main,['NVIDIA A100-SXM4-80GB'],545472,labels,52,27976,0:01:47.018467,,32768,10,256,16,-1,1.0,True,True,data/california,noisy-quantile,,AdamW,0.00010149728211158224,0.00018958624986994033,tabm,32,False,MLP,3,416,0.18105358774836164,PiecewiseLinearEmbeddingsV2,20,47,0.3110695764488991,0.2163240760564804,0.9281615073368608,-0.3110695764488991,0.43255129069011283,0.27696600556373596,0.8565035962173414,-0.43255129069011283,0.4315478022266494,0.28161007165908813,0.8571779531960422,-0.4315478022266494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california
127,bin.model.main,['NVIDIA A100-SXM4-80GB'],545472,labels,52,21788,0:01:21.369086,,32768,8,256,16,-1,1.0,True,True,data/california,noisy-quantile,,AdamW,0.00010149728211158224,0.00018958624986994033,tabm,32,False,MLP,3,416,0.18105358774836164,PiecewiseLinearEmbeddingsV2,20,47,0.3470623107743396,0.23853670060634613,0.9105754011486028,-0.3470623107743396,0.4365307254737588,0.2824943959712982,0.8538511338992333,-0.4365307254737588,0.43454329160200617,0.2889293432235718,0.8551883552866563,-0.43454329160200617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california
128,bin.model.main,['NVIDIA A100-SXM4-80GB'],545472,labels,52,26520,0:01:39.061519,,32768,12,256,16,-1,1.0,True,True,data/california,noisy-quantile,,AdamW,0.00010149728211158224,0.00018958624986994033,tabm,32,False,MLP,3,416,0.18105358774836164,PiecewiseLinearEmbeddingsV2,20,47,0.314424845211667,0.2193293273448944,0.9266034229571751,-0.314424845211667,0.43281402587621653,0.2786400616168976,0.856329216388792,-0.43281402587621653,0.4308543574161211,0.28291910886764526,0.8576365771576396,-0.4308543574161211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california
129,bin.model.main,['NVIDIA A100-SXM4-80GB'],545472,labels,52,27352,0:01:45.476698,,32768,3,256,16,-1,1.0,True,True,data/california,noisy-quantile,,AdamW,0.00010149728211158224,0.00018958624986994033,tabm,32,False,MLP,3,416,0.18105358774836164,PiecewiseLinearEmbeddingsV2,20,47,0.30317221942314454,0.21157585084438324,0.9317628445912141,-0.30317221942314454,0.4299299076528461,0.2757452428340912,0.8582375649636645,-0.4299299076528461,0.42893536369862284,0.28038540482521057,0.858901916765035,-0.42893536369862284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california
130,bin.model.main,['NVIDIA A100-SXM4-80GB'],545472,labels,52,24492,0:01:33.804291,,32768,0,256,16,-1,1.0,True,True,data/california,noisy-quantile,,AdamW,0.00010149728211158224,0.00018958624986994033,tabm,32,False,MLP,3,416,0.18105358774836164,PiecewiseLinearEmbeddingsV2,20,47,0.3123077755048337,0.2159486562013626,0.9275884710050051,-0.3123077755048337,0.4260188848222808,0.2721124589443207,0.8608050255827256,-0.4260188848222808,0.4250732625196979,0.27685442566871643,0.8614313526364636,-0.4250732625196979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california
131,bin.model.main,['NVIDIA A100-SXM4-80GB'],545472,labels,52,22464,0:01:23.470637,,32768,13,256,16,-1,1.0,True,True,data/california,noisy-quantile,,AdamW,0.00010149728211158224,0.00018958624986994033,tabm,32,False,MLP,3,416,0.18105358774836164,PiecewiseLinearEmbeddingsV2,20,47,0.3270520310194365,0.2269807904958725,0.9205898845617516,-0.3270520310194365,0.43083998704798343,0.2783275246620178,0.8576367724993562,-0.43083998704798343,0.43260480462601403,0.2860731780529022,0.8564774618390326,-0.43260480462601403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california
132,bin.model.main,['NVIDIA A100-SXM4-80GB'],545472,labels,52,30524,0:02:13.128979,,32768,1,256,16,-1,1.0,True,True,data/california,noisy-quantile,,AdamW,0.00010149728211158224,0.00018958624986994033,tabm,32,False,MLP,3,416,0.18105358774836164,PiecewiseLinearEmbeddingsV2,20,47,0.2838848196621609,0.2018606960773468,0.9401689731470344,-0.2838848196621609,0.4295107738156107,0.27518194913864136,0.8585138432790929,-0.4295107738156107,0.43197184149046997,0.28093820810317993,0.8568971501415539,-0.43197184149046997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california
133,bin.model.main,['NVIDIA A100-SXM4-80GB'],545472,labels,52,26260,0:01:43.383354,,32768,9,256,16,-1,1.0,True,True,data/california,noisy-quantile,,AdamW,0.00010149728211158224,0.00018958624986994033,tabm,32,False,MLP,3,416,0.18105358774836164,PiecewiseLinearEmbeddingsV2,20,47,0.30842362313712685,0.2153804898262024,0.9293784260850083,-0.30842362313712685,0.4311367390661113,0.27647775411605835,0.857440602815511,-0.4311367390661113,0.42581430359378214,0.2798968255519867,0.8609477881081139,-0.42581430359378214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california
